"location","date","Tmax","Tmin","Year","Month","Day","Solar","CO2","Global_Anomaly","ENSO_Index","ENSO_Phase","lat","DayLength","Daily_Heat","GDD_Cumulative","Is_Chill_Day","Chill_Cumulative","bloom_doy","Precip_Master","doy"
"kyoto",1981-01-28,6.4,-0.6,1981,1,28,7.30428571428571,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.3482976328565,0,1.35,1,28,99,0,28
"kyoto",1981-01-29,8.6,-3.1,1981,1,29,7.87555555555556,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.3758460097133,0,1.35,1,29,99,0.05,29
"kyoto",1981-01-30,6.6,-0.6,1981,1,30,6.92925925925926,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.4038691087807,0,1.35,1,30,99,0.3,30
"kyoto",1981-01-31,8.3,-2.9,1981,1,31,7.15230769230769,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.4323512892721,0,1.35,1,31,99,0.3,31
"kyoto",1981-02-01,4.8,0.6,1981,2,1,7.28038461538462,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.4612770574068,0,1.35,1,32,99,0.27,32
"kyoto",1981-02-02,6.1,-0.3,1981,2,2,7.255,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.4906310856221,0,1.35,1,33,99,0,33
"kyoto",1981-02-03,7.5,-1.4,1981,2,3,6.95192307692308,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.5203982303979,0,1.35,1,34,99,0.09,34
"kyoto",1981-02-04,4.9,-0.9,1981,2,4,7.97538461538462,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.550563548697,0,1.35,1,35,99,0.05,35
"kyoto",1981-02-05,6.1,-0.5,1981,2,5,8.05333333333333,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.5811123130309,0,1.35,1,36,99,0,36
"kyoto",1981-02-06,8.6,-1.6,1981,2,6,8.64166666666667,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.6120300251652,0,1.35,1,37,99,0,37
"kyoto",1981-02-07,10.1,-0.4,1981,2,7,9.18416666666667,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.6433024284865,0,1.35,1,38,99,0.11,38
"kyoto",1981-02-08,10.1,0.5,1981,2,8,7.9275,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.6749155190544,0.3,1.65,1,39,99,0.03,39
"kyoto",1981-02-09,10,-0.5,1981,2,9,8.11416666666667,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.7068555553689,0,1.65,1,40,99,1.57,40
"kyoto",1981-02-10,9.5,0.5,1981,2,10,8.6104347826087,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.7391090668859,0,1.65,1,41,99,2.16,41
"kyoto",1981-02-11,6.6,-0.5,1981,2,11,9.13652173913044,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.7716628613166,0,1.65,1,42,99,1.82,42
"kyoto",1981-02-12,8.7,-2.7,1981,2,12,8.55130434782609,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.8045040307507,0,1.65,1,43,99,0.21,43
"kyoto",1981-02-13,9.1,5.5,1981,2,13,9.27478260869565,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.8376199566436,2.3,3.95,0,43,99,14.73,44
"kyoto",1981-02-14,11.9,4.6,1981,2,14,8.05913043478261,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.8709983137106,3.25,7.2,0,43,99,0,45
"kyoto",1981-02-15,16.1,0.9,1981,2,15,8.13391304347826,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.9046270727737,3.5,10.7,0,43,99,4.74,46
"kyoto",1981-02-16,14,6.8,1981,2,16,8.59434782608696,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.9384945026041,5.4,16.1,0,43,99,17.65,47
"kyoto",1981-02-17,6.8,1.4,1981,2,17,7.59086956521739,340.12,0.32,-0.266388888888889,"Neutral",35.0119,10.972589170809,0,16.1,1,44,99,0.12,48
"kyoto",1981-02-18,12.3,-0.7,1981,2,18,9.55130434782609,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.0068999438072,0.800000000000001,16.9,1,45,99,3.08,49
"kyoto",1981-02-19,8.9,3.2,1981,2,19,8.64217391304348,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.0414159859404,1.05,17.95,1,46,99,0.05,50
"kyoto",1981-02-20,7.5,0.8,1981,2,20,9.50136363636364,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.0761267577671,0,17.95,1,47,99,0.69,51
"kyoto",1981-02-21,6.9,0.2,1981,2,21,10.1336363636364,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.1110220135836,0,17.95,1,48,99,0.28,52
"kyoto",1981-02-22,7.8,-1.3,1981,2,22,10.8118181818182,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.1460917982175,0,17.95,1,49,99,6.21,53
"kyoto",1981-02-23,7.8,1.3,1981,2,23,9.11272727272727,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.181326443139,0,17.95,1,50,99,11.81,54
"kyoto",1981-02-24,9.7,2.5,1981,2,24,10.1281818181818,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.2167165619305,1.1,19.05,1,51,99,3.26,55
"kyoto",1981-02-25,6.8,-1.7,1981,2,25,10.4918181818182,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.2522530451589,0,19.05,1,52,99,4.53,56
"kyoto",1981-02-26,0.3,-6,1981,2,26,10.4240909090909,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.2879270546896,0,19.05,0,52,99,3.39,57
"kyoto",1981-02-27,3.2,-6.7,1981,2,27,10.6572727272727,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.3237300174817,0,19.05,0,52,99,0.89,58
"kyoto",1981-02-28,6.1,-5.2,1981,2,28,11.057,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.3596536189019,0,19.05,1,53,99,0,59
"kyoto",1981-03-01,3.1,-1.1,1981,3,1,8.6575,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.3956897955946,0,19.05,1,54,99,5.45,60
"kyoto",1981-03-02,9.8,0.5,1981,3,2,9.87888888888889,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.4318307279395,0.15,19.2,1,55,99,0,61
"kyoto",1981-03-03,11,-1.3,1981,3,3,9.44055555555556,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.4680688321335,0,19.2,1,56,99,16.6,62
"kyoto",1981-03-04,12.7,4.8,1981,3,4,10.8183333333333,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.5043967519252,3.75,22.95,0,56,99,0.08,63
"kyoto",1981-03-05,10.3,1.4,1981,3,5,12.5105555555556,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.5408073500338,0.850000000000001,23.8,1,57,99,1.36,64
"kyoto",1981-03-06,9.4,-1.1,1981,3,6,10.6116666666667,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.5772936992785,0,23.8,1,58,99,0.8,65
"kyoto",1981-03-07,10.7,-1.5,1981,3,7,10.5352941176471,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.6138490734473,0,23.8,1,59,99,0.07,66
"kyoto",1981-03-08,13.7,1.5,1981,3,8,11.604375,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.6504669379279,2.6,26.4,0,59,99,2.14,67
"kyoto",1981-03-09,9.9,5.7,1981,3,9,12.566875,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.6871409401265,2.8,29.2,0,59,99,5.9,68
"kyoto",1981-03-10,8.3,2,1981,3,10,12.49375,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.7238648996948,0.15,29.35,1,60,99,0.69,69
"kyoto",1981-03-11,10,0.3,1981,3,11,10.700625,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.760632798587,0.15,29.5,1,61,99,0,70
"kyoto",1981-03-12,16.4,-0.5,1981,3,12,13.93375,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.7974387709668,2.95,32.45,0,61,99,0.02,71
"kyoto",1981-03-13,14.9,7.8,1981,3,13,12.13875,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.8342770929805,6.35,38.8,0,61,99,11.88,72
"kyoto",1981-03-14,16.7,11.5,1981,3,14,12.350625,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.8711421724171,9.1,47.9,0,61,99,7.55,73
"kyoto",1981-03-15,14.6,3.2,1981,3,15,13.01875,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.9080285382671,3.9,51.8,0,61,99,0.71,74
"kyoto",1981-03-16,9,1.9,1981,3,16,12.5525,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.9449308301989,0.45,52.25,1,62,99,0,75
"kyoto",1981-03-17,13.9,1.2,1981,3,17,11.60625,340.12,0.32,-0.266388888888889,"Neutral",35.0119,11.9818437879645,2.55,54.8,0,62,99,0,76
"kyoto",1981-03-18,17.6,1.8,1981,3,18,12.9875,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.0187622407498,4.7,59.5,0,62,99,0,77
"kyoto",1981-03-19,19.5,3.5,1981,3,19,10.823125,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.0556810964803,6.5,66,0,62,99,2.55,78
"kyoto",1981-03-20,21,10.5,1981,3,20,12.47625,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.0925953310958,10.75,76.75,0,62,99,0.1,79
"kyoto",1981-03-21,13.8,9.9,1981,3,21,13.496875,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.1294999778048,6.85,83.6,0,62,99,20.47,80
"kyoto",1981-03-22,18.9,9.1,1981,3,22,10.3033333333333,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.1663901163301,9,92.6,0,62,99,0.12,81
"kyoto",1981-03-23,14.6,4.5,1981,3,23,13.0173333333333,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.2032608621559,4.55,97.15,0,62,99,0,82
"kyoto",1981-03-24,18.3,2.1,1981,3,24,13.9733333333333,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.2401073557867,5.2,102.35,0,62,99,10.64,83
"kyoto",1981-03-25,16.1,11.5,1981,3,25,14.238,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.2769247520285,8.8,111.15,0,62,99,10.83,84
"kyoto",1981-03-26,16.3,5.9,1981,3,26,14.1153333333333,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.3137082093031,6.1,117.25,0,62,99,1.88,85
"kyoto",1981-03-27,11.9,4,1981,3,27,13.8033333333333,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.3504528790031,2.95,120.2,0,62,99,0.22,86
"kyoto",1981-03-28,12,2.4,1981,3,28,13.9913333333333,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.387153894901,2.2,122.4,0,62,99,0,87
"kyoto",1981-03-29,16.1,3.8,1981,3,29,14.6746666666667,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.4238063626201,4.95,127.35,0,62,99,1.95,88
"kyoto",1981-03-30,13.9,5.3,1981,3,30,14.0806666666667,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.460405349178,4.6,131.95,0,62,99,3.25,89
"kyoto",1981-03-31,8.4,5.5,1981,3,31,13.0673333333333,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.4969458726157,1.95,133.9,1,63,99,6.96,90
"kyoto",1981-04-01,12.3,5.8,1981,4,1,15.5113333333333,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.5334228917197,4.05,137.95,0,63,99,33.9,91
"kyoto",1981-04-02,12.8,4.2,1981,4,2,13.9478571428571,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.5698312958515,3.5,141.45,0,63,99,0.64,92
"kyoto",1981-04-03,15.6,0.7,1981,4,3,16.5284615384615,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.6061658948964,3.15,144.6,0,63,99,0.76,93
"kyoto",1981-04-04,10.7,7.9,1981,4,4,15.4908333333333,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.642421409342,4.3,148.9,0,63,99,10.32,94
"kyoto",1981-04-05,12,6.9,1981,4,5,16.8363636363636,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.6785924605022,4.45,153.35,0,63,99,8.34,95
"kyoto",1981-04-06,16.1,8.6,1981,4,6,15.5916666666667,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.7146735608996,7.35,160.7,0,63,99,0.14,96
"kyoto",1981-04-07,18.9,4.9,1981,4,7,14.2633333333333,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.7506591048209,6.9,167.6,0,63,99,0,97
"kyoto",1981-04-08,20.1,3.9,1981,4,8,16.936,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.7865433590611,7,174.6,0,63,99,1.22,98
"kyoto",1981-04-09,17.6,12.4,1981,4,9,16.79,340.12,0.32,-0.266388888888889,"Neutral",35.0119,12.8223204538734,10,184.6,0,63,99,15.94,99
"kyoto",1982-01-01,10.6,2,1982,1,1,6.316,341.48,0.14,0.988333333333333,"El Nino",35.0119,9.84072752453916,1.3,1.3,1,1,93,0.1,1
"kyoto",1982-01-02,10.6,-0.4,1982,1,2,6.182,341.48,0.14,0.988333333333333,"El Nino",35.0119,9.84973941299059,0.0999999999999996,1.4,1,2,93,0,2
"kyoto",1982-01-03,10.7,-1.1,1982,1,3,5.862,341.48,0.14,0.988333333333333,"El Nino",35.0119,9.85960257925937,0,1.4,1,3,93,0,3
"kyoto",1982-01-04,14.3,2.9,1982,1,4,5.70475,341.48,0.14,0.988333333333333,"El Nino",35.0119,9.87030842061736,3.6,5,0,3,93,7.83,4
"kyoto",1982-01-05,12,4.9,1982,1,5,6.31575,341.48,0.14,0.988333333333333,"El Nino",35.0119,9.88184765594868,3.45,8.45,0,3,93,1.06,5
"kyoto",1982-01-06,9.5,2,1982,1,6,6.05333333333333,341.48,0.14,0.988333333333333,"El Nino",35.0119,9.89421035317726,0.75,9.2,1,4,93,1.84,6
"kyoto",1982-01-07,5.4,0.4,1982,1,7,6.42846153846154,341.48,0.14,0.988333333333333,"El Nino",35.0119,9.90738595822399,0,9.2,1,5,93,0.03,7
"kyoto",1982-01-08,6.5,-1.6,1982,1,8,6.30230769230769,341.48,0.14,0.988333333333333,"El Nino",35.0119,9.92136332533026,0,9.2,1,6,93,0,8
"kyoto",1982-01-09,8.5,-1,1982,1,9,6.59815789473684,341.48,0.14,0.988333333333333,"El Nino",35.0119,9.93613074858104,0,9.2,1,7,93,2.92,9
"kyoto",1982-01-10,11.4,0.2,1982,1,10,6.53157894736842,341.48,0.14,0.988333333333333,"El Nino",35.0119,9.95167599445723,0.8,10,1,8,93,0.13,10
"kyoto",1982-01-11,12.7,-0.9,1982,1,11,6.665,341.48,0.14,0.988333333333333,"El Nino",35.0119,9.96798633524624,0.899999999999999,10.9,1,9,93,0.13,11
"kyoto",1982-01-12,14.5,5.7,1982,1,12,6.85194444444444,341.48,0.14,0.988333333333333,"El Nino",35.0119,9.98504858313931,5.1,16,0,9,93,2.26,12
"kyoto",1982-01-13,8.6,1.1,1982,1,13,6.42333333333333,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.0028491248459,0,16,1,10,93,0.48,13
"kyoto",1982-01-14,8.6,0.9,1982,1,14,6.29555555555556,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.0213739565576,0,16,1,11,93,0.61,14
"kyoto",1982-01-15,8.4,-1,1982,1,15,5.99371428571429,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.0406087190983,0,16,1,12,93,1.67,15
"kyoto",1982-01-16,8.4,-1.2,1982,1,16,7.28484848484849,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.0605387331019,0,16,1,13,93,7.64,16
"kyoto",1982-01-17,4.9,-1.7,1982,1,17,6.715625,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.0811490340648,0,16,1,14,93,0.95,17
"kyoto",1982-01-18,8,-3.3,1982,1,18,6.895625,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.1024244071278,0,16,1,15,93,7.64,18
"kyoto",1982-01-19,4.8,-0.5,1982,1,19,7.10625,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.1243494214478,0,16,1,16,93,5.12,19
"kyoto",1982-01-20,6.2,-1.2,1982,1,20,6.5365625,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.14690846403,0,16,1,17,93,0.34,20
"kyoto",1982-01-21,9.4,-2.6,1982,1,21,6.52258064516129,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.1700857728997,0,16,1,18,93,0.14,21
"kyoto",1982-01-22,12.2,1.3,1982,1,22,6.91258064516129,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.193865469499,1.75,17.75,1,19,93,4.06,22
"kyoto",1982-01-23,9.1,1.8,1982,1,23,6.38451612903226,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.2182315902084,0.45,18.2,1,20,93,2.43,23
"kyoto",1982-01-24,7.8,-0.7,1982,1,24,7.28533333333333,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.243168116898,0,18.2,1,21,93,1.59,24
"kyoto",1982-01-25,7,1.7,1982,1,25,7.186,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.2686590064259,0,18.2,1,22,93,1.1,25
"kyoto",1982-01-26,9.1,0.7,1982,1,26,7.51241379310345,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.2946882190098,0,18.2,1,23,93,0.21,26
"kyoto",1982-01-27,9.4,0,1982,1,27,7.88,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.3212397454083,0,18.2,1,24,93,3.46,27
"kyoto",1982-01-28,6.1,-1.2,1982,1,28,7.30428571428571,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.3482976328565,0,18.2,1,25,93,6.71,28
"kyoto",1982-01-29,0.9,-3.5,1982,1,29,7.87555555555556,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.3758460097133,0,18.2,0,25,93,2.24,29
"kyoto",1982-01-30,3.9,-3.7,1982,1,30,6.92925925925926,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.4038691087807,0,18.2,1,26,93,0,30
"kyoto",1982-01-31,5.9,-4.5,1982,1,31,7.15230769230769,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.4323512892721,0,18.2,1,27,93,0,31
"kyoto",1982-02-01,6.6,1.4,1982,2,1,7.28038461538462,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.4612770574068,0,18.2,1,28,93,0,32
"kyoto",1982-02-02,4.3,-0.9,1982,2,2,7.255,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.4906310856221,0,18.2,1,29,93,0.04,33
"kyoto",1982-02-03,8.1,-1.4,1982,2,3,6.95192307692308,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.5203982303979,0,18.2,1,30,93,0.43,34
"kyoto",1982-02-04,5.7,2.6,1982,2,4,7.97538461538462,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.550563548697,0,18.2,1,31,93,31.19,35
"kyoto",1982-02-05,6.1,0.8,1982,2,5,8.05333333333333,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.5811123130309,0,18.2,1,32,93,0.05,36
"kyoto",1982-02-06,7.7,-1.5,1982,2,6,8.64166666666667,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.6120300251652,0,18.2,1,33,93,1.36,37
"kyoto",1982-02-07,3.5,-1.9,1982,2,7,9.18416666666667,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.6433024284865,0,18.2,1,34,93,2.28,38
"kyoto",1982-02-08,6.2,-2.1,1982,2,8,7.9275,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.6749155190544,0,18.2,1,35,93,1.33,39
"kyoto",1982-02-09,7.9,-1.9,1982,2,9,8.11416666666667,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.7068555553689,0,18.2,1,36,93,1.86,40
"kyoto",1982-02-10,6.1,0.1,1982,2,10,8.6104347826087,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.7391090668859,0,18.2,1,37,93,0.81,41
"kyoto",1982-02-11,10,-2.6,1982,2,11,9.13652173913044,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.7716628613166,0,18.2,1,38,93,0.02,42
"kyoto",1982-02-12,11.9,1.6,1982,2,12,8.55130434782609,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.8045040307507,1.75,19.95,1,39,93,0.01,43
"kyoto",1982-02-13,9.3,-0.7,1982,2,13,9.27478260869565,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.8376199566436,0,19.95,1,40,93,0.75,44
"kyoto",1982-02-14,6.8,-0.1,1982,2,14,8.05913043478261,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.8709983137106,0,19.95,1,41,93,1.16,45
"kyoto",1982-02-15,6.7,-0.2,1982,2,15,8.13391304347826,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.9046270727737,0,19.95,1,42,93,0.02,46
"kyoto",1982-02-16,10.8,-2.5,1982,2,16,8.59434782608696,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.9384945026041,0,19.95,1,43,93,1.66,47
"kyoto",1982-02-17,6.1,2.5,1982,2,17,7.59086956521739,341.48,0.14,0.988333333333333,"El Nino",35.0119,10.972589170809,0,19.95,1,44,93,7.85,48
"kyoto",1982-02-18,12.9,2.1,1982,2,18,9.55130434782609,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.0068999438072,2.5,22.45,0,44,93,0,49
"kyoto",1982-02-19,11,3.4,1982,2,19,8.64217391304348,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.0414159859404,2.2,24.65,0,44,93,7.12,50
"kyoto",1982-02-20,14.1,8.6,1982,2,20,9.50136363636364,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.0761267577671,6.35,31,0,44,93,0.5,51
"kyoto",1982-02-21,11,4.8,1982,2,21,10.1336363636364,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.1110220135836,2.9,33.9,0,44,93,0.16,52
"kyoto",1982-02-22,10,3.5,1982,2,22,10.8118181818182,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.1460917982175,1.75,35.65,1,45,93,0.08,53
"kyoto",1982-02-23,12.5,2.2,1982,2,23,9.11272727272727,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.181326443139,2.35,38,0,45,93,0,54
"kyoto",1982-02-24,10.3,3.6,1982,2,24,10.1281818181818,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.2167165619305,1.95,39.95,1,46,93,0.09,55
"kyoto",1982-02-25,8.4,1.5,1982,2,25,10.4918181818182,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.2522530451589,0,39.95,1,47,93,0.29,56
"kyoto",1982-02-26,6.4,0,1982,2,26,10.4240909090909,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.2879270546896,0,39.95,1,48,93,0,57
"kyoto",1982-02-27,10.4,-2.7,1982,2,27,10.6572727272727,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.3237300174817,0,39.95,1,49,93,0,58
"kyoto",1982-02-28,12,0.4,1982,2,28,11.057,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.3596536189019,1.2,41.15,1,50,93,10.15,59
"kyoto",1982-03-01,7.9,4.7,1982,3,1,8.6575,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.3956897955946,1.3,42.45,1,51,93,3.06,60
"kyoto",1982-03-02,7.9,1,1982,3,2,9.87888888888889,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.4318307279395,0,42.45,1,52,93,1.68,61
"kyoto",1982-03-03,8.5,-0.4,1982,3,3,9.44055555555556,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.4680688321335,0,42.45,1,53,93,0,62
"kyoto",1982-03-04,14.8,-0.8,1982,3,4,10.8183333333333,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.5043967519252,2,44.45,1,54,93,8.64,63
"kyoto",1982-03-05,13.1,7.9,1982,3,5,12.5105555555556,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.5408073500338,5.5,49.95,0,54,93,2.59,64
"kyoto",1982-03-06,12,5.1,1982,3,6,10.6116666666667,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.5772936992785,3.55,53.5,0,54,93,0.66,65
"kyoto",1982-03-07,8,1.4,1982,3,7,10.5352941176471,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.6138490734473,0,53.5,1,55,93,0.31,66
"kyoto",1982-03-08,10.6,-0.6,1982,3,8,11.604375,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.6504669379279,0,53.5,1,56,93,0.03,67
"kyoto",1982-03-09,13.3,-0.4,1982,3,9,12.566875,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.6871409401265,1.45,54.95,1,57,93,0.02,68
"kyoto",1982-03-10,15.1,0.7,1982,3,10,12.49375,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.7238648996948,2.9,57.85,0,57,93,0,69
"kyoto",1982-03-11,17.1,1.3,1982,3,11,10.700625,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.760632798587,4.2,62.05,0,57,93,0,70
"kyoto",1982-03-12,13.5,3.9,1982,3,12,13.93375,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.7974387709668,3.7,65.75,0,57,93,11.14,71
"kyoto",1982-03-13,16,7.5,1982,3,13,12.13875,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.8342770929805,6.75,72.5,0,57,93,0.25,72
"kyoto",1982-03-14,17.5,3.9,1982,3,14,12.350625,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.8711421724171,5.7,78.2,0,57,93,6.55,73
"kyoto",1982-03-15,15.2,10.7,1982,3,15,13.01875,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.9080285382671,7.95,86.15,0,57,93,8.57,74
"kyoto",1982-03-16,20.1,11,1982,3,16,12.5525,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.9449308301989,10.55,96.7,0,57,93,0.13,75
"kyoto",1982-03-17,16,6.5,1982,3,17,11.60625,341.48,0.14,0.988333333333333,"El Nino",35.0119,11.9818437879645,6.25,102.95,0,57,93,2.78,76
"kyoto",1982-03-18,13.1,4.3,1982,3,18,12.9875,341.48,0.14,0.988333333333333,"El Nino",35.0119,12.0187622407498,3.7,106.65,0,57,93,0,77
"kyoto",1982-03-19,14,2.4,1982,3,19,10.823125,341.48,0.14,0.988333333333333,"El Nino",35.0119,12.0556810964803,3.2,109.85,0,57,93,15.8,78
"kyoto",1982-03-20,11.8,8.2,1982,3,20,12.47625,341.48,0.14,0.988333333333333,"El Nino",35.0119,12.0925953310958,5,114.85,0,57,93,10.98,79
"kyoto",1982-03-21,13.1,6.4,1982,3,21,13.496875,341.48,0.14,0.988333333333333,"El Nino",35.0119,12.1294999778048,4.75,119.6,0,57,93,1.76,80
"kyoto",1982-03-22,19.9,3.1,1982,3,22,10.3033333333333,341.48,0.14,0.988333333333333,"El Nino",35.0119,12.1663901163301,6.5,126.1,0,57,93,0,81
"kyoto",1982-03-23,23,6.4,1982,3,23,13.0173333333333,341.48,0.14,0.988333333333333,"El Nino",35.0119,12.2032608621559,9.7,135.8,0,57,93,0.69,82
"kyoto",1982-03-24,15.4,3.3,1982,3,24,13.9733333333333,341.48,0.14,0.988333333333333,"El Nino",35.0119,12.2401073557867,4.35,140.15,0,57,93,0.06,83
"kyoto",1982-03-25,9.2,1.3,1982,3,25,14.238,341.48,0.14,0.988333333333333,"El Nino",35.0119,12.2769247520285,0.25,140.4,1,58,93,0.11,84
